id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails
BR-0292,"PVC orphaned (AWS, strict)",Containers,Kubernetes,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0293,"PVC orphaned (Azure, standard)",Containers,Kubernetes,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; baseline threshold as listed
BR-0294,"PVC orphaned (Azure, strict)",Containers,Kubernetes,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0295,"PVC orphaned (GCP, standard)",Containers,Kubernetes,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; baseline threshold as listed
BR-0296,"PVC orphaned (GCP, strict)",Containers,Kubernetes,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d; strict mode adds 20% safety headroom,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0297,"PVC orphaned (SaaS, standard)",Containers,Kubernetes,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d,30d,SaaS REST APIs; exports; webhooks; collectors,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; baseline threshold as listed
BR-0298,"PVC orphaned (SaaS, strict)",Containers,Kubernetes,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d; strict mode adds 20% safety headroom,30d,SaaS REST APIs; exports; webhooks; collectors,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0299,"PVC orphaned (FinOps, standard)",Containers,Kubernetes,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; baseline threshold as listed
BR-0300,"PVC orphaned (FinOps, strict)",Containers,Kubernetes,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P0,High,Low,pvc_bound;pod_reference;last_mount_days,not bound OR last_mount>30d; strict mode adds 20% safety headroom,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Kubecost,PVC storage class rate,container.k8s.same-node-pool-architecture,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Snapshot before delete; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0301,"Idle function (AWS, standard)",Serverless,Functions,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; baseline threshold as listed
BR-0302,"Idle function (AWS, strict)",Serverless,Functions,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0303,"Idle function (Azure, standard)",Serverless,Functions,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; baseline threshold as listed
BR-0304,"Idle function (Azure, strict)",Serverless,Functions,Azure,Azure Advisor / Azure Monitor / Cost Management,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0305,"Idle function (GCP, standard)",Serverless,Functions,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; baseline threshold as listed
BR-0306,"Idle function (GCP, strict)",Serverless,Functions,GCP,Google Cloud Recommender / Monitoring / Billing Export,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d; strict mode adds 20% safety headroom,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0307,"Idle function (SaaS, standard)",Serverless,Functions,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d,30d,SaaS REST APIs; exports; webhooks; collectors,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; baseline threshold as listed
BR-0308,"Idle function (SaaS, strict)",Serverless,Functions,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d; strict mode adds 20% safety headroom,30d,SaaS REST APIs; exports; webhooks; collectors,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0309,"Idle function (FinOps, standard)",Serverless,Functions,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; baseline threshold as listed
BR-0310,"Idle function (FinOps, strict)",Serverless,Functions,FinOps,FinOps Basic Provider Registry + Signal Catalog,DeleteOrphan,P1,Medium,Low,invocation_count;last_invoked_days;monthly_cost,invocations=0 AND last_invoked>30d; strict mode adds 20% safety headroom,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Datadog,request/duration rates,compute.serverless.same-runtime-plan,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Delete or archive function; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0311,"Overprovisioned memory (AWS, standard)",Serverless,Functions,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; baseline threshold as listed
BR-0312,"Overprovisioned memory (AWS, strict)",Serverless,Functions,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%; strict mode adds 20% safety headroom,14d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0313,"Overprovisioned memory (Azure, standard)",Serverless,Functions,Azure,Azure Advisor / Azure Monitor / Cost Management,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; baseline threshold as listed
BR-0314,"Overprovisioned memory (Azure, strict)",Serverless,Functions,Azure,Azure Advisor / Azure Monitor / Cost Management,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%; strict mode adds 20% safety headroom,14d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0315,"Overprovisioned memory (GCP, standard)",Serverless,Functions,GCP,Google Cloud Recommender / Monitoring / Billing Export,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; baseline threshold as listed
BR-0316,"Overprovisioned memory (GCP, strict)",Serverless,Functions,GCP,Google Cloud Recommender / Monitoring / Billing Export,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%; strict mode adds 20% safety headroom,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0317,"Overprovisioned memory (SaaS, standard)",Serverless,Functions,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%,14d,SaaS REST APIs; exports; webhooks; collectors,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; baseline threshold as listed
BR-0318,"Overprovisioned memory (SaaS, strict)",Serverless,Functions,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%; strict mode adds 20% safety headroom,14d,SaaS REST APIs; exports; webhooks; collectors,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0319,"Overprovisioned memory (FinOps, standard)",Serverless,Functions,FinOps,FinOps Basic Provider Registry + Signal Catalog,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; baseline threshold as listed
BR-0320,"Overprovisioned memory (FinOps, strict)",Serverless,Functions,FinOps,FinOps Basic Provider Registry + Signal Catalog,RightsizeSku,P0,High,Medium,configured_memory_mb;max_memory_used_mb;duration_ms,max_memory<50% configured AND duration increase<10%; strict mode adds 20% safety headroom,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Compute Optimizer;Datadog,function memory price curve,compute.serverless.same-runtime-plan,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Right-size memory setting; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0321,"Provisioned concurrency idle (AWS, standard)",Serverless,Functions,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; baseline threshold as listed
BR-0322,"Provisioned concurrency idle (AWS, strict)",Serverless,Functions,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned; strict mode adds 20% safety headroom,7d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0323,"Provisioned concurrency idle (Azure, standard)",Serverless,Functions,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; baseline threshold as listed
BR-0324,"Provisioned concurrency idle (Azure, strict)",Serverless,Functions,Azure,Azure Advisor / Azure Monitor / Cost Management,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned; strict mode adds 20% safety headroom,7d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0325,"Provisioned concurrency idle (GCP, standard)",Serverless,Functions,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; baseline threshold as listed
BR-0326,"Provisioned concurrency idle (GCP, strict)",Serverless,Functions,GCP,Google Cloud Recommender / Monitoring / Billing Export,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned; strict mode adds 20% safety headroom,7d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0327,"Provisioned concurrency idle (SaaS, standard)",Serverless,Functions,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned,7d,SaaS REST APIs; exports; webhooks; collectors,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; baseline threshold as listed
BR-0328,"Provisioned concurrency idle (SaaS, strict)",Serverless,Functions,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned; strict mode adds 20% safety headroom,7d,SaaS REST APIs; exports; webhooks; collectors,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0329,"Provisioned concurrency idle (FinOps, standard)",Serverless,Functions,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; baseline threshold as listed
BR-0330,"Provisioned concurrency idle (FinOps, strict)",Serverless,Functions,FinOps,FinOps Basic Provider Registry + Signal Catalog,SchedulePause,P1,High,Medium,provisioned_concurrency;p95_concurrency;traffic_by_hour,p95_concurrency<50% provisioned; strict mode adds 20% safety headroom,7d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Datadog,provisioned concurrency cost,compute.serverless.same-runtime-plan,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Lower or schedule provisioned concurrency; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0331,"Simple reservation coverage gap (AWS, standard)",Pricing,Commitments,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; baseline threshold as listed
BR-0332,"Simple reservation coverage gap (AWS, strict)",Pricing,Commitments,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0333,"Simple reservation coverage gap (Azure, standard)",Pricing,Commitments,Azure,Azure Advisor / Azure Monitor / Cost Management,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; baseline threshold as listed
BR-0334,"Simple reservation coverage gap (Azure, strict)",Pricing,Commitments,Azure,Azure Advisor / Azure Monitor / Cost Management,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0335,"Simple reservation coverage gap (GCP, standard)",Pricing,Commitments,GCP,Google Cloud Recommender / Monitoring / Billing Export,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; baseline threshold as listed
BR-0336,"Simple reservation coverage gap (GCP, strict)",Pricing,Commitments,GCP,Google Cloud Recommender / Monitoring / Billing Export,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%; strict mode adds 20% safety headroom,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; prod-safe threshold: require +20% stronger evidence and owner approval
