id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails,recommendation_definition,expected_benefits,configurator_showcase,advisory_source,advisory_id,advisory_layer
BR-0577,"Training Dataset I/O (SaaS, standard)",Storage,Object,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,TierMove,P1,High,Medium,S3/GCS request metrics (GET requests x size); Dataset read throughput vs GPU memory bandwidth; Cache hit rate on NVMe cache,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,object request rate; egress rate; cache/storage tier rates,storage.object.same-bucket-storage-class-policy,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of reading training data into GPU memory - S3/GCS reads billed per GB + egress.,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-008,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0578,"Training Dataset I/O (SaaS, strict)",Storage,Object,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,TierMove,P1,High,Medium,S3/GCS request metrics (GET requests x size); Dataset read throughput vs GPU memory bandwidth; Cache hit rate on NVMe cache,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch; strict mode requires 20% stronger evidence and owner approval,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,object request rate; egress rate; cache/storage tier rates,storage.object.same-bucket-storage-class-policy,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of reading training data into GPU memory - S3/GCS reads billed per GB + egress.,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-008,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0579,"Training Dataset I/O (FinOps, standard)",Storage,Object,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,TierMove,P1,High,Medium,S3/GCS request metrics (GET requests x size); Dataset read throughput vs GPU memory bandwidth; Cache hit rate on NVMe cache,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,object request rate; egress rate; cache/storage tier rates,storage.object.same-bucket-storage-class-policy,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,Cost of reading training data into GPU memory - S3/GCS reads billed per GB + egress.,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-008,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0580,"Training Dataset I/O (FinOps, strict)",Storage,Object,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,TierMove,P1,High,Medium,S3/GCS request metrics (GET requests x size); Dataset read throughput vs GPU memory bandwidth; Cache hit rate on NVMe cache,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch; strict mode requires 20% stronger evidence and owner approval,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,object request rate; egress rate; cache/storage tier rates,storage.object.same-bucket-storage-class-policy,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,Cost of reading training data into GPU memory - S3/GCS reads billed per GB + egress.,Cache hot datasets on local NVMe; streaming with shuffle buffer; async prefetch,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-008,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0581,"Model Weight Storage (AWS, standard)",Storage,AI Artifacts,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0582,"Model Weight Storage (AWS, strict)",Storage,AI Artifacts,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions; strict mode requires 20% stronger evidence and owner approval,14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0583,"Model Weight Storage (Azure, standard)",Storage,AI Artifacts,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0584,"Model Weight Storage (Azure, strict)",Storage,AI Artifacts,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions; strict mode requires 20% stronger evidence and owner approval,14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0585,"Model Weight Storage (GCP, standard)",Storage,AI Artifacts,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0586,"Model Weight Storage (GCP, strict)",Storage,AI Artifacts,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions; strict mode requires 20% stronger evidence and owner approval,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0587,"Model Weight Storage (SaaS, standard)",Storage,AI Artifacts,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0588,"Model Weight Storage (SaaS, strict)",Storage,AI Artifacts,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions; strict mode requires 20% stronger evidence and owner approval,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0589,"Model Weight Storage (FinOps, standard)",Storage,AI Artifacts,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0590,"Model Weight Storage (FinOps, strict)",Storage,AI Artifacts,FinOps,FinOps Signal Catalog + Product Catalog + CostVars advisory framework,DeleteOrphan,P1,High,Low,Model registry version count + last-accessed ts; Format per version (FP32/FP16/INT8); Storage cost per model family,Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions; strict mode requires 20% stronger evidence and owner approval,14d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,model artifact GB-month rate; registry storage; last access,ai.artifact.same-format-storage-and-retention-policy,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Persistent storage of model weights, fine-tuned adapters, quantised variants and shadow copies.",Central model registry; store LoRA adapters only (<1% of full model size); auto-expire stale versions,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-009,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0591,"Vector DB Cost (AWS, standard)",AI,RAG,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering,14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0592,"Vector DB Cost (AWS, strict)",AI,RAG,AWS,AWS Cost Optimization Hub / Trusted Advisor / Compute Optimizer / CloudWatch / CUR,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering; strict mode requires 20% stronger evidence and owner approval,14d,CloudWatch; Compute Optimizer; Cost Optimization Hub; Trusted Advisor; CUR; Pricing API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer/Cost Optimization Hub read access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0593,"Vector DB Cost (Azure, standard)",AI,RAG,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering,14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0594,"Vector DB Cost (Azure, strict)",AI,RAG,Azure,Azure Advisor / Azure Monitor / Cost Management / Resource Graph,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering; strict mode requires 20% stronger evidence and owner approval,14d,Azure Advisor; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0595,"Vector DB Cost (GCP, standard)",AI,RAG,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0596,"Vector DB Cost (GCP, strict)",AI,RAG,GCP,Google Cloud Recommender / Cloud Monitoring / Billing Export / Asset Inventory,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering; strict mode requires 20% stronger evidence and owner approval,14d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,prod-safe threshold: require +20% stronger evidence and owner approval,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
BR-0597,"Vector DB Cost (SaaS, standard)",AI,RAG,SaaS,Datadog / Kubecost / OpenCost / LiteLLM / LangSmith / Portkey / CloudHealth / Densify,RightsizeSku,P1,High,Medium,Embedding API call count + token volume; Vector DB index size over time; Cache hit rate on embedding lookups,Hash-based embedding dedup; incremental index update; hot/cold index tiering,14d,SaaS REST APIs; exports; webhooks; collectors; OpenTelemetry; Prometheus,CloudHealth;Cloudability;Densify;Datadog;Kubecost;OpenCost;LiteLLM;LangSmith;Portkey;Helicone;run:ai;Weights & Biases;MLflow,vector index storage; query compute rate; embedding rate,ai.artifact.same-format-storage-and-retention-policy,API token + account/project/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native and SaaS advisor rows can be imported as normalized Findings; backtest required before activation,baseline threshold as listed,"Storage and compute for embedding vectors, metadata, and similarity index maintenance.",Hash-based embedding dedup; incremental index update; hot/cold index tiering,"Show advisory ID, advisory source, plain-language definition, expected benefits, telemetry bindings, metric coverage, editable thresholds, unit-cost basis, compatibility group, suppression rules, owner approval, and backtest evidence.",FinOps_CostVars_Tooling_v2.docx,CVAR-010,Layer 2 - Memory & Storage - Checkpoints · Dataset I/O · Model weights · Vector DB · KV Cache
